,Player,Tm,Pos,Age,MP,Team Performance,Team Performance (20),Season,Composite,ORtg,DRtg
546,Tyrone Nesby,LAC,SG,24,2317,bottom,bottom,1999-2000,0.17233727810650895,100.0,112.0
547,Eric Piatkowski,LAC,SF,29,1712,bottom,bottom,1999-2000,0.18491124260355035,109.0,113.0
548,Eric Piatkowski,LAC,SG,30,2144,Average,Average,2000-2001,0.2039473684210526,115.0,108.0
549,Darius Miles,LAC,SF,19,2133,Average,Average,2000-2001,0.20592105263157903,97.0,102.0
550,Darius Miles,LAC,SF,20,2227,Average,Average,2001-2002,0.19999999999999998,99.0,104.0
551,Quentin Richardson,LAC,SG,21,2152,Average,Average,2001-2002,0.2212389380530973,110.0,107.0
552,Eric Piatkowski,LAC,SG,32,1360,Average,bottom,2002-2003,0.21860767729342878,118.0,110.0
553,Marko Jarić,LAC,SF,24,1379,Average,bottom,2002-2003,0.20234222511385822,99.0,104.0
554,Chris Wilcox,LAC,C,21,1340,bottom,bottom,2003-2004,0.18932986337020172,109.0,109.0
555,Bobby Simmons,LAC,SF,23,1376,bottom,bottom,2003-2004,0.15029277813923225,105.0,109.0
556,Rick Brunson,LAC,PG,32,1945,Average,Average,2004-2005,0.18789625360230552,99.0,108.0
557,Quinton Ross,LAC,SG,23,1659,Average,Average,2004-2005,0.10374639769452446,101.0,108.0
558,Shaun Livingston,LAC,PG,20,1525,Average,Average,2005-2006,0.13992004568817815,94.0,105.0
559,Corey Maggette,LAC,SF,26,943,Average,Average,2005-2006,0.24671616219303255,110.0,105.0
560,Corey Maggette,LAC,SF,27,2291,Average,Average,2006-2007,0.2561692126909519,110.0,106.0
561,Tim Thomas,LAC,PF,29,2054,Average,Average,2006-2007,0.18742655699177446,105.0,106.0
562,Cuttino Mobley,LAC,SG,32,2702,Average,bottom,2007-2008,0.17684078036500947,100.0,111.0
563,Al Thornton,LAC,PF,24,2158,Average,bottom,2007-2008,0.1787287602265576,97.0,110.0
564,Fred Jones,LAC,SF,29,1495,bottom,bottom,2008-2009,0.15703517587939697,109.0,114.0
565,Steve Novak,LAC,PF,25,1161,bottom,bottom,2008-2009,0.2003768844221105,119.0,115.0
566,Craig Smith,LAC,PF,26,1232,Average,Average,2009-2010,0.21077560686796923,112.0,109.0
567,DeAndre Jordan,LAC,C,21,1137,Average,Average,2009-2010,0.1598579040852575,101.0,107.0
568,Eric Bledsoe,LAC,PG,21,1841,Average,Average,2010-2011,0.16646562123039813,93.0,108.0
569,Randy Foye,LAC,SG,27,1551,Average,Average,2010-2011,0.15259348612786486,103.0,112.0
570,Mo Williams,LAC,SG,29,1472,Average,Average,2011-2012,0.18499427262313856,107.0,109.0
571,Kenyon Martin,LAC,PF,34,940,Average,Average,2011-2012,0.10824742268041239,92.0,102.0
572,Jamal Crawford,LAC,SG,32,2230,Average,top,2012-2013,0.2013353877760658,109.0,108.0
573,Matt Barnes,LAC,SF,32,2058,Average,top,2012-2013,0.16949152542372883,113.0,103.0
574,Jamal Crawford,LAC,SG,33,2094,top,top,2013-2014,0.20000000000000012,110.0,109.0
575,Darren Collison,LAC,PG,26,2069,top,top,2013-2014,0.19287531806615776,113.0,107.0
576,Jamal Crawford,LAC,SG,34,1703,top,top,2014-2015,0.18568568568568564,106.0,109.0
577,Spencer Hawes,LAC,PF,26,1274,top,top,2014-2015,0.11961961961961957,95.0,104.0
578,Jamal Crawford,LAC,SG,35,2126,Average,top,2015-2016,0.16925549009105512,104.0,109.0
579,Wesley Johnson,LAC,SF,28,1666,Average,top,2015-2016,0.12747723620782003,98.0,102.0
580,Jamal Crawford,LAC,SG,36,2157,Average,top,2016-2017,0.1437155733600401,102.0,112.0
581,Austin Rivers,LAC,SG,24,2054,Average,top,2016-2017,0.12969454181271914,105.0,112.0
582,Lou Williams,LAC,SG,31,2589,Average,Average,2017-2018,0.2617414248021108,112.0,113.0
583,Montrezl Harrell,LAC,C,24,1293,Average,Average,2017-2018,0.2907651715039578,124.0,109.0
584,Montrezl Harrell,LAC,C,25,2158,Average,Average,2018-2019,0.27418520434557697,122.0,109.0
585,Lou Williams,LAC,SG,32,1993,Average,Average,2018-2019,0.29177444386963275,112.0,114.0
586,Lou Williams,LAC,PG,33,1864,top,top,2019-2020,0.23845381526104406,109.0,111.0
587,Montrezl Harrell,LAC,C,26,1749,top,top,2019-2020,0.272590361445783,119.0,107.0
588,Nicolas Batum,LAC,SF,32,1835,Average,top,2020-2021,0.1678035470668486,124.0,110.0
589,Ivica Zubac,LAC,C,23,1609,Average,top,2020-2021,0.21782628467485224,135.0,110.0
590,Terance Mann,LAC,SF,25,2317,Average,Average,2021-2022,0.18282270215971866,117.0,112.0
591,Luke Kennard,LAC,SG,25,1919,Average,Average,2021-2022,0.18533400301356104,119.0,113.0
592,Terance Mann,LAC,SG,26,1872,Average,Average,2022-2023,0.1736585365853659,123.0,117.0
593,Nicolas Batum,LAC,PF,34,1709,Average,Average,2022-2023,0.14292682926829264,120.0,114.0
594,Derek Fisher,LAL,PG,25,1803,top,top,1999-2000,0.10896017699115045,99.0,101.0
595,Robert Horry,LAL,PF,29,1685,top,top,1999-2000,0.16426991150442485,111.0,95.0
596,Brian Shaw,LAL,SG,34,1833,top,top,2000-2001,0.16619237336368803,102.0,105.0
597,Robert Horry,LAL,PF,30,1587,top,top,2000-2001,0.12009106431417182,103.0,104.0
598,Robert Horry,LAL,PF,31,2140,top,top,2001-2002,0.1906318082788671,114.0,99.0
599,Derek Fisher,LAL,PG,27,1974,top,top,2001-2002,0.16884531590413943,114.0,105.0
600,Robert Horry,LAL,PF,32,2343,Average,top,2002-2003,0.15894797026872504,107.0,103.0
601,Devean George,LAL,SF,25,1613,Average,top,2002-2003,0.12978845054316754,103.0,105.0
602,Derek Fisher,LAL,SG,29,1769,top,top,2003-2004,0.13934894346087953,97.0,102.0
603,Stanislav Medvedenko,LAL,PF,24,1442,top,top,2003-2004,0.14677327241576243,103.0,102.0
604,Jumaine Jones,LAL,SF,25,1830,Average,Average,2004-2005,0.18463371054198932,116.0,111.0
605,Brian Cook,LAL,C,24,1087,Average,Average,2004-2005,0.16914830256104824,111.0,111.0
606,Devean George,LAL,SF,28,1542,Average,Average,2005-2006,0.13504074505238656,103.0,104.0
607,Sasha Vujačić,LAL,PG,21,1449,Average,Average,2005-2006,0.1018626309662398,105.0,108.0
608,Maurice Evans,LAL,SG,28,1732,Average,Average,2006-2007,0.13801035077630816,109.0,112.0
609,Kwame Brown,LAL,C,24,1132,Average,Average,2006-2007,0.16388729154686602,104.0,106.0
610,Jordan Farmar,LAL,PG,21,1690,top,top,2007-2008,0.18829891838741397,109.0,107.0
611,Luke Walton,LAL,SF,27,1729,top,top,2007-2008,0.15240904621435591,106.0,107.0
612,Lamar Odom,LAL,PF,29,2316,top,top,2008-2009,0.2072252885097843,110.0,102.0
613,Trevor Ariza,LAL,SF,23,1999,top,top,2008-2009,0.17862518815855502,112.0,102.0
614,Lamar Odom,LAL,PF,30,2585,top,top,2009-2010,0.24208266237251752,109.0,100.0
615,Shannon Brown,LAL,SG,24,1700,top,top,2009-2010,0.15029522275899085,105.0,105.0
616,Lamar Odom,LAL,PF,31,2639,Average,top,2010-2011,0.263506625891947,118.0,103.0
617,Shannon Brown,LAL,SG,25,1568,Average,top,2010-2011,0.15239551478083596,105.0,106.0
618,Matt Barnes,LAL,SF,31,1440,Average,top,2011-2012,0.1955602536997886,112.0,103.0
619,Steve Blake,LAL,PG,31,1237,Average,top,2011-2012,0.11363636363636365,98.0,108.0
620,Antawn Jamison,LAL,PF,36,1636,Average,Average,2012-2013,0.1962162162162163,114.0,108.0
621,Jodie Meeks,LAL,SG,25,1663,Average,Average,2012-2013,0.13675675675675675,109.0,109.0
622,Nick Young,LAL,SG,28,1810,Average,bottom,2013-2014,0.19408081957882756,107.0,114.0
623,Jordan Hill,LAL,PF,26,1500,Average,bottom,2013-2014,0.2629482071713149,115.0,108.0
624,Jeremy Lin,LAL,PG,26,1907,bottom,bottom,2014-2015,0.21896024464831815,104.0,110.0
625,Ed Davis,LAL,PF,25,1840,bottom,bottom,2014-2015,0.26972477064220196,124.0,107.0
626,Lou Williams,LAL,SG,29,1907,bottom,bottom,2015-2016,0.2508185985592666,115.0,114.0
627,Brandon Bass,LAL,PF,30,1342,bottom,bottom,2015-2016,0.2488539620170268,127.0,111.0
628,Jordan Clarkson,LAL,SG,24,2397,bottom,bottom,2016-2017,0.18907809747504406,102.0,115.0
629,Brandon Ingram,LAL,SF,19,2279,bottom,bottom,2016-2017,0.1227246036406342,96.0,115.0
630,Kyle Kuzma,LAL,PF,22,2401,Average,Average,2017-2018,0.21119733924611978,105.0,109.0
631,Josh Hart,LAL,SG,22,1461,Average,Average,2017-2018,0.17793791574279383,116.0,109.0
632,Kentavious Caldwell-Pope,LAL,SG,25,2035,Average,Average,2018-2019,0.16542948038176025,113.0,112.0
633,Josh Hart,LAL,SG,23,1715,Average,Average,2018-2019,0.12089077412513251,103.0,110.0
634,Kentavious Caldwell-Pope,LAL,SG,26,1762,top,top,2019-2020,0.12043435340572554,115.0,110.0
635,Kyle Kuzma,LAL,PF,24,1526,top,top,2019-2020,0.16090819348469887,103.0,109.0
636,Kyle Kuzma,LAL,SF,25,1954,Average,Average,2020-2021,0.1874047739969528,105.0,109.0
637,Montrezl Harrell,LAL,C,27,1580,Average,Average,2020-2021,0.28643981716607425,127.0,106.0
638,Malik Monk,LAL,SG,23,2139,Average,Average,2021-2022,0.20176807072282882,112.0,115.0
639,Carmelo Anthony,LAL,PF,37,1793,Average,Average,2021-2022,0.18356734269370767,114.0,114.0
640,Austin Reaves,LAL,SG,24,1843,Average,Average,2022-2023,0.19325735992402654,129.0,117.0
641,Lonnie Walker IV,LAL,SG,24,1297,Average,Average,2022-2023,0.14957264957264954,111.0,117.0
642,Stromile Swift,MEM,PF,22,1805,bottom,bottom,2001-2002,0.22868217054263568,103.0,104.0
643,Rodney Buford,MEM,SG,24,1769,bottom,bottom,2001-2002,0.16343669250646,95.0,108.0
644,Stromile Swift,MEM,PF,23,1478,Average,bottom,2002-2003,0.2266355140186915,104.0,103.0
645,Earl Watson,MEM,PG,23,1366,Average,bottom,2002-2003,0.1880841121495326,103.0,106.0
646,Shane Battier,MEM,SF,25,1947,Average,Average,2003-2004,0.17892878163625664,114.0,102.0
647,Earl Watson,MEM,PG,24,1669,Average,Average,2003-2004,0.17010005885815183,95.0,103.0
648,Earl Watson,MEM,PG,25,1808,Average,Average,2004-2005,0.18363636363636365,98.0,104.0
649,Bonzi Wells,MEM,SG,28,1489,Average,Average,2004-2005,0.20121212121212123,100.0,101.0
650,Mike Miller,MEM,SG,25,2268,Average,Average,2005-2006,0.26711084191399154,111.0,102.0
651,Bobby Jackson,MEM,PG,32,1775,Average,Average,2005-2006,0.19261053906723197,102.0,103.0
652,Chucky Atkins,MEM,PG,32,2064,bottom,bottom,2006-2007,0.23676202069385263,117.0,116.0
653,Dahntay Jones,MEM,SG,26,1671,bottom,bottom,2006-2007,0.10286062081558127,102.0,115.0
654,Juan Carlos Navarro,MEM,SG,27,2117,bottom,bottom,2007-2008,0.17535254445125692,103.0,115.0
655,Kyle Lowry,MEM,PG,21,2089,bottom,bottom,2007-2008,0.19558553034947884,108.0,111.0
656,Hakim Warrick,MEM,PF,26,2029,Average,bottom,2008-2009,0.23828124999999997,111.0,110.0
657,Quinton Ross,MEM,SF,27,1164,Average,bottom,2008-2009,0.08658854166666673,98.0,112.0
658,Sam Young,MEM,SF,24,1321,Average,Average,2009-2010,0.15339918651946535,102.0,112.0
659,Marcus Williams,MEM,PG,24,872,Average,Average,2009-2010,0.1702498547356187,95.0,112.0
660,O.J. Mayo,MEM,SG,23,1869,Average,Average,2010-2011,0.15165081141578066,101.0,107.0
661,Darrell Arthur,MEM,PF,22,1609,Average,Average,2010-2011,0.1796306659205372,106.0,104.0
662,O.J. Mayo,MEM,SG,24,1771,Average,Average,2011-2012,0.1927853341218214,101.0,103.0
663,Dante Cunningham,MEM,PF,24,1124,Average,Average,2011-2012,0.19219396806623298,115.0,101.0
664,Jerryd Bayless,MEM,PG,24,1765,Average,top,2012-2013,0.18150488225157954,104.0,103.0
665,Quincy Pondexter,MEM,SF,24,1243,Average,top,2012-2013,0.13210798391728895,114.0,104.0
666,Mike Miller,MEM,SF,33,1707,Average,Average,2013-2014,0.17569786535303775,115.0,109.0
667,Kosta Koufos,MEM,C,24,1349,Average,Average,2013-2014,0.19211822660098518,106.0,101.0
668,Beno Udrih,MEM,PG,32,1494,Average,top,2014-2015,0.21075502444323732,108.0,105.0
669,Kosta Koufos,MEM,C,25,1348,Average,top,2014-2015,0.19065725149375343,103.0,99.0
670,JaMychal Green,MEM,PF,25,1446,Average,Average,2015-2016,0.18476977567886654,105.0,107.0
671,Vince Carter,MEM,SG,39,1005,Average,Average,2015-2016,0.16056670602125142,107.0,108.0
672,Zach Randolph,MEM,PF,35,1786,Average,Average,2016-2017,0.2924043403769276,103.0,106.0
673,Vince Carter,MEM,SF,40,1799,Average,Average,2016-2017,0.15305539691604803,112.0,108.0
674,Tyreke Evans,MEM,PG,28,1607,bottom,bottom,2017-2018,0.34064594759293104,111.0,111.0
675,Jarell Martin,MEM,PF,23,1661,bottom,bottom,2017-2018,0.13833028641072515,101.0,111.0
676,Kyle Anderson,MEM,SF,25,1281,Average,Average,2018-2019,0.19281767955801107,110.0,107.0
677,Joakim Noah,MEM,C,33,693,Average,Average,2018-2019,0.27845303867403315,113.0,105.0
678,Brandon Clarke,MEM,PF,23,1300,Average,Average,2019-2020,0.27977698935631024,127.0,109.0
679,Kyle Anderson,MEM,SF,26,1330,Average,Average,2019-2020,0.17992904206791685,109.0,109.0
680,Desmond Bane,MEM,SG,22,1519,Average,Average,2020-2021,0.15846736045411547,115.0,114.0
681,Brandon Clarke,MEM,PF,24,1415,Average,Average,2020-2021,0.21759697256385996,119.0,109.0
682,De'Anthony Melton,MEM,SG,23,1657,top,top,2021-2022,0.19536423841059603,108.0,107.0
683,Tyus Jones,MEM,PG,25,1549,top,top,2021-2022,0.23368022705771047,125.0,112.0
684,Tyus Jones,MEM,PG,26,1940,Average,top,2022-2023,0.23018147086915006,122.0,113.0
685,Santi Aldama,MEM,PF,22,1682,Average,top,2022-2023,0.1824259789875836,120.0,111.0
686,Anthony Carter,MIA,PG,24,1859,Average,Average,1999-2000,0.1533601378518093,91.0,102.0
687,Clarence Weatherspoon,MIA,PF,29,1615,Average,Average,1999-2000,0.2274554853532453,108.0,98.0
688,Anthony Carter,MIA,PG,25,1630,Average,Average,2000-2001,0.15916296766011417,91.0,99.0
689,A.C. Green,MIA,PF,37,1411,Average,Average,2000-2001,0.15916296766011415,104.0,99.0
690,Jim Jackson,MIA,SF,31,1825,Average,Average,2001-2002,0.19148936170212774,97.0,102.0
691,LaPhonso Ellis,MIA,SF,31,1684,Average,Average,2001-2002,0.10704787234042558,96.0,102.0
692,Mike James,MIA,PG,27,1722,bottom,bottom,2002-2003,0.16983894582723283,96.0,104.0
693,Vladimir Stepania,MIA,C,26,1594,bottom,bottom,2002-2003,0.2166910688140556,97.0,99.0
694,Rafer Alston,MIA,PG,27,2581,Average,Average,2003-2004,0.19243313763861705,105.0,102.0
695,Udonis Haslem,MIA,PF,23,1795,Average,Average,2003-2004,0.1852576647097196,109.0,102.0
696,Rasual Butler,MIA,SF,25,1203,top,top,2004-2005,0.12513601741022853,100.0,105.0
697,Keyon Dooling,MIA,PG,24,1184,top,top,2004-2005,0.10990206746463552,99.0,106.0
698,Gary Payton*,MIA,PG,37,2305,Average,top,2005-2006,0.14358394573205202,107.0,107.0
699,Antoine Walker,MIA,PF,29,2199,Average,top,2005-2006,0.18880723572639915,101.0,105.0
700,James Posey,MIA,SF,30,1919,Average,Average,2006-2007,0.18073010173548779,116.0,104.0
701,Jason Kapono,MIA,SF,25,1767,Average,Average,2006-2007,0.187312986235787,114.0,109.0
702,Chris Quinn,MIA,PG,24,1340,bottom,bottom,2007-2008,0.2235294117647059,113.0,112.0
703,Daequan Cook,MIA,SG,20,1441,bottom,bottom,2007-2008,0.11372549019607837,93.0,113.0
704,Michael Beasley,MIA,PF,20,2009,Average,Average,2008-2009,0.23327712197863965,103.0,108.0
705,Daequan Cook,MIA,SF,21,1833,Average,Average,2008-2009,0.13322091062394603,104.0,111.0
706,Udonis Haslem,MIA,PF,29,2177,Average,Average,2009-2010,0.22545662100456618,111.0,104.0
707,Mario Chalmers,MIA,PG,23,1807,Average,Average,2009-2010,0.13070776255707758,100.0,105.0
708,Mario Chalmers,MIA,PG,24,1579,top,top,2010-2011,0.12124352331606221,103.0,104.0
709,James Jones,MIA,SF,30,1549,top,top,2010-2011,0.12124352331606218,128.0,107.0
710,Udonis Haslem,MIA,PF,31,1589,top,top,2011-2012,0.16675779114270092,102.0,99.0
711,Shane Battier,MIA,SF,33,1499,top,top,2011-2012,0.10169491525423731,108.0,102.0
712,Ray Allen*,MIA,SG,37,2035,top,top,2012-2013,0.1656174334140437,112.0,107.0
713,Shane Battier,MIA,SF,34,1786,top,top,2012-2013,0.10314769975786926,122.0,107.0
714,Norris Cole,MIA,PG,25,2014,Average,top,2013-2014,0.10880566801619439,96.0,108.0
715,Ray Allen*,MIA,SG,38,1936,Average,top,2013-2014,0.159919028340081,111.0,109.0
716,Mario Chalmers,MIA,PG,28,2368,Average,Average,2014-2015,0.14874551971326172,100.0,107.0
717,Hassan Whiteside,MIA,C,25,1142,Average,Average,2014-2015,0.3632019115890085,117.0,97.0
718,Justise Winslow,MIA,SF,19,2232,Average,Average,2015-2016,0.1174906964380649,97.0,105.0
719,Gerald Green,MIA,SG,30,1557,Average,Average,2015-2016,0.11376927166400846,99.0,107.0
720,Tyler Johnson,MIA,PG,24,2178,Average,Average,2016-2017,0.20970440602342438,112.0,107.0
721,James Johnson,MIA,PF,29,2085,Average,Average,2016-2017,0.2381483547127719,107.0,105.0
722,Tyler Johnson,MIA,PG,25,2052,Average,Average,2017-2018,0.17452574525745262,109.0,108.0
723,Wayne Ellington,MIA,SG,30,2041,Average,Average,2017-2018,0.16910569105691062,113.0,110.0
724,Bam Adebayo,MIA,C,21,1913,Average,Average,2018-2019,0.2610354223433242,120.0,104.0
725,Dwyane Wade*,MIA,SG,37,1885,Average,Average,2018-2019,0.23106267029972755,102.0,109.0
726,Goran Dragić,MIA,PG,33,1663,Average,Average,2019-2020,0.21397166585246696,110.0,113.0
727,Tyler Herro,MIA,SG,20,1508,Average,Average,2019-2020,0.18368343917928664,103.0,112.0
728,Tyler Herro,MIA,SG,21,1635,Average,Average,2020-2021,0.21080817916260958,104.0,113.0
729,Goran Dragić,MIA,PG,34,1337,Average,Average,2020-2021,0.18792599805258026,104.0,114.0
730,Tyler Herro,MIA,SG,22,2151,top,top,2021-2022,0.24424865394028383,107.0,111.0
731,Max Strus,MIA,SF,25,1587,top,top,2021-2022,0.16495349975526177,116.0,112.0
732,Max Strus,MIA,SF,26,2272,Average,Average,2022-2023,0.14736842105263154,113.0,117.0
733,Gabe Vincent,MIA,PG,26,1759,Average,Average,2022-2023,0.11578947368421057,104.0,115.0
734,Tim Thomas,MIL,SF,22,2093,Average,Average,1999-2000,0.17348130841121495,107.0,109.0
735,Vinny Del Negro,MIL,PG,33,1211,Average,Average,1999-2000,0.16822429906542052,108.0,111.0
736,Tim Thomas,MIL,PF,23,2086,Average,Average,2000-2001,0.18551532033426174,109.0,105.0
737,Lindsey Hunter,MIL,PG,30,2002,Average,Average,2000-2001,0.1643454038997214,108.0,106.0
738,Tim Thomas,MIL,SF,24,1987,Average,Average,2001-2002,0.15548098434004481,99.0,107.0
739,Ervin Johnson,MIL,C,34,1660,Average,Average,2001-2002,0.10850111856823272,101.0,104.0
740,Michael Redd,MIL,SG,23,2316,Average,Average,2002-2003,0.26280247608328644,118.0,108.0
741,Toni Kukoč*,MIL,PF,34,1704,Average,Average,2002-2003,0.22847495779403487,108.0,107.0
742,Desmond Mason,MIL,SF,26,2534,Average,Average,2003-2004,0.18940248027057494,108.0,107.0
743,Damon Jones,MIL,PG,27,2016,Average,Average,2003-2004,0.21025930101465617,112.0,110.0
744,Zaza Pachulia,MIL,C,20,1397,Average,bottom,2004-2005,0.1894167167769092,109.0,107.0
745,Toni Kukoč*,MIL,SF,36,1099,Average,bottom,2004-2005,0.19903788334335537,106.0,109.0
746,Mo Williams,MIL,PG,23,1531,Average,Average,2005-2006,0.20500305064063448,105.0,109.0
747,Charlie Bell,MIL,SG,26,1283,Average,Average,2005-2006,0.18730933496034174,114.0,108.0
748,Charlie Villanueva,MIL,PF,22,984,bottom,bottom,2006-2007,0.22392638036809812,107.0,110.0
749,Ersan İlyasova,MIL,PF,19,973,bottom,bottom,2006-2007,0.13251533742331287,102.0,111.0
750,Charlie Villanueva,MIL,PF,23,1829,Average,Average,2007-2008,0.22318125770653519,102.0,112.0
751,Charlie Bell,MIL,SG,28,1628,Average,Average,2007-2008,0.1658446362515414,105.0,115.0
752,Ramon Sessions,MIL,PG,22,2173,Average,Average,2008-2009,0.2754601226993865,111.0,109.0
753,Charlie Bell,MIL,SG,29,1783,Average,Average,2008-2009,0.1355828220858896,105.0,111.0
754,Ersan İlyasova,MIL,PF,22,1898,Average,Average,2009-2010,0.21757575757575764,110.0,102.0
755,Luke Ridnour,MIL,PG,28,1759,Average,Average,2009-2010,0.2539393939393941,116.0,106.0
756,Keyon Dooling,MIL,PG,30,1757,Average,Average,2010-2011,0.1713375796178344,103.0,106.0
757,Carlos Delfino,MIL,SF,28,1590,Average,Average,2010-2011,0.20955414012738866,104.0,102.0
758,Mike Dunleavy,MIL,SF,31,1445,Average,Average,2011-2012,0.22813901345291485,118.0,108.0
759,Beno Udrih,MIL,SG,29,1080,Average,Average,2011-2012,0.18721973094170405,102.0,109.0
760,Mike Dunleavy,MIL,SF,32,1943,Average,Average,2012-2013,0.20115273775216136,111.0,107.0
761,Ekpe Udoh,MIL,C,25,1312,Average,Average,2012-2013,0.12276657060518731,109.0,105.0
762,John Henson,MIL,PF,23,1856,bottom,bottom,2013-2014,0.25930599369085156,106.0,108.0
763,Giannis Antetokounmpo,MIL,SF,19,1897,bottom,bottom,2013-2014,0.16088328075709776,99.0,110.0
764,Jared Dudley,MIL,SG,29,1717,Average,Average,2014-2015,0.17345750873108273,112.0,104.0
765,Jerryd Bayless,MIL,PG,26,1717,Average,Average,2014-2015,0.16938300349243313,99.0,104.0
766,Michael Carter-Williams,MIL,PG,24,1649,Average,Average,2015-2016,0.20417371686407218,96.0,107.0
767,Jerryd Bayless,MIL,SG,27,1505,Average,Average,2015-2016,0.1652566271855612,110.0,112.0
768,Malcolm Brogdon,MIL,SG,24,1982,Average,Average,2016-2017,0.1983513652756311,111.0,111.0
769,Greg Monroe,MIL,C,26,1823,Average,Average,2016-2017,0.2843894899536321,111.0,105.0
770,Malcolm Brogdon,MIL,PG,25,1436,Average,Average,2017-2018,0.1823376623376622,112.0,113.0
771,Thon Maker,MIL,C,20,1238,Average,Average,2017-2018,0.09714285714285711,103.0,110.0
772,Pat Connaughton,MIL,SG,26,1261,top,top,2018-2019,0.17010545621274648,122.0,107.0
773,Tony Snell,MIL,SF,27,1304,top,top,2018-2019,0.12104539202200827,119.0,109.0
774,Donte DiVincenzo,MIL,SG,23,1520,top,top,2019-2020,0.18054256314312436,108.0,101.0
775,George Hill,MIL,PG,33,1271,top,top,2019-2020,0.2029934518241346,131.0,106.0
776,Pat Connaughton,MIL,SG,28,1575,Average,Average,2020-2021,0.14558366622281396,121.0,112.0
777,Bobby Portis,MIL,C,25,1372,Average,Average,2020-2021,0.2481136262760763,121.0,109.0
778,Pat Connaughton,MIL,SF,29,1691,Average,Average,2021-2022,0.17360454115421006,124.0,113.0
779,George Hill,MIL,PG,35,1253,Average,Average,2021-2022,0.13103122043519397,117.0,114.0
780,Bobby Portis,MIL,PF,27,1818,top,top,2022-2023,0.2685314685314684,117.0,110.0
781,Jevon Carter,MIL,PG,27,1810,top,top,2022-2023,0.13286713286713284,113.0,113.0
782,Anthony Peeler,MIN,SG,30,2073,Average,Average,1999-2000,0.16130790190735694,106.0,106.0
783,Joe Smith,MIN,C,24,1975,Average,Average,1999-2000,0.15149863760217983,105.0,102.0
784,LaPhonso Ellis,MIN,PF,30,1948,Average,Average,2000-2001,0.1716666666666667,107.0,102.0
785,Chauncey Billups,MIN,SG,24,1790,Average,Average,2000-2001,0.1677777777777778,107.0,107.0
786,Anthony Peeler,MIN,SG,32,2060,Average,Average,2001-2002,0.1519322392800424,108.0,108.0
787,Gary Trent,MIN,PF,27,1140,Average,Average,2001-2002,0.1646373742721017,110.0,105.0
788,Anthony Peeler,MIN,SG,33,2245,top,top,2002-2003,0.14110101549973278,104.0,106.0
789,Kendall Gill,MIN,SG,34,2068,top,top,2002-2003,0.12560128273650456,96.0,105.0
790,Fred Hoiberg,MIN,SG,31,1804,top,top,2003-2004,0.17952840300107178,121.0,100.0
791,Mark Madsen,MIN,C,28,1246,top,top,2003-2004,0.06966773847802789,106.0,101.0
792,Wally Szczerbiak,MIN,SF,27,2558,Average,Average,2004-2005,0.21490280777537799,116.0,110.0
793,Troy Hudson,MIN,PG,28,1729,Average,Average,2004-2005,0.15010799136069114,101.0,112.0
794,Eddie Griffin,MIN,C,23,1359,Average,bottom,2005-2006,0.17250000000000004,90.0,99.0
795,Rashad McCants,MIN,SG,21,1362,Average,bottom,2005-2006,0.14437500000000006,99.0,106.0
796,Randy Foye,MIN,PG,23,1879,Average,Average,2006-2007,0.18843172331544414,102.0,109.0
797,Craig Smith,MIN,PF,23,1537,Average,Average,2006-2007,0.1949910554561716,110.0,106.0
798,Rashad McCants,MIN,SG,23,2020,bottom,bottom,2007-2008,0.1898652982681205,102.0,113.0
799,Corey Brewer,MIN,SF,21,1803,bottom,bottom,2007-2008,0.11481719050673513,91.0,110.0
800,Kevin Love,MIN,C,20,2048,Average,bottom,2008-2009,0.2775030902348578,112.0,109.0
801,Craig Smith,MIN,PF,25,1460,Average,bottom,2008-2009,0.22373300370828186,112.0,112.0
802,Kevin Love,MIN,PF,21,1714,bottom,bottom,2009-2010,0.34864165588615786,113.0,109.0
803,Ramon Sessions,MIN,PG,23,1732,bottom,bottom,2009-2010,0.19663648124191466,101.0,113.0
804,Anthony Tolliver,MIN,SF,25,1362,bottom,bottom,2010-2011,0.19424920127795525,122.0,112.0
805,Wayne Ellington,MIN,SG,23,1181,bottom,bottom,2010-2011,0.12012779552715658,100.0,115.0
806,Ricky Rubio,MIN,PG,21,1404,Average,Average,2011-2012,0.2271084337349398,99.0,104.0
807,Derrick Williams,MIN,PF,20,1418,Average,Average,2011-2012,0.18132530120481927,100.0,106.0
808,Dante Cunningham,MIN,PF,25,2010,Average,Average,2012-2013,0.18144690781796965,103.0,105.0
809,Alexey Shved,MIN,SG,24,1840,Average,Average,2012-2013,0.15402567094515746,95.0,108.0
810,Dante Cunningham,MIN,PF,26,1635,Average,Average,2013-2014,0.14883474576271188,104.0,105.0
811,J.J. Barea,MIN,PG,29,1471,Average,Average,2013-2014,0.16154661016949157,98.0,110.0
812,Zach LaVine,MIN,PG,19,1902,bottom,bottom,2014-2015,0.17682926829268295,95.0,114.0
813,Kevin Martin,MIN,SG,31,1302,bottom,bottom,2014-2015,0.23719512195121964,107.0,115.0
814,Zach LaVine,MIN,SG,20,2294,Average,bottom,2015-2016,0.18640350877192988,104.0,112.0
815,Gorgui Dieng,MIN,C,26,2220,Average,bottom,2015-2016,0.23574561403508787,113.0,106.0
816,Shabazz Muhammad,MIN,SF,24,1516,Average,Average,2016-2017,0.1757105943152455,114.0,116.0
817,Kris Dunn,MIN,PG,22,1333,Average,Average,2016-2017,0.09767441860465115,90.0,109.0
